포지션명,경력,주요업무,자격요건,우대사항
디지털 마케팅 AE,경력 1-8년,"1. 클라이언트 커뮤니케이션
2. 자사 및 경쟁사, 트렌드 등 시장 전반의 조사
3. 캠페인 플래닝 및 아이디어 제안
4. 콘텐츠 제작 매니징 및 협력사 커뮤니케이션
5. 소셜 채널 운영 전반에 대한 기획 및 운영 ( 인스타그램 / 유튜브 / 틱톡 / 카카오 채널 등)
6. 데이터 분석을 통한 결과 리포트 작성","대졸 이상
신입부터 차장까지
*포트폴리오 첨부 필수",영어 커뮤니케이션 가능 및 영문 기획서 작성 가능
풀스택 개발자,경력 7년 이상,"open AI platform, Google AI studio, Vertex AI 를 활용한 채팅형 앱 및 서버 개발","(기술스택) 7년 이상
BE: springboot3, git, jwt, spring-data-jpa, postgresql, nginx config, webRTC
FE : nuxt3, vuetify3, pm2, sass,
SE : AWS – EC2, AWS - Route 53, AWS – CodeDeploy, AWS – CloudFront, AWS - SMS
Git actions, WebRTC",AI 모델 개발 유 겸험자
그로스 / 온사이트 마케터 (5-15년),경력 5-15년,"합류하시면 이런 일을 함께 해요.
• 우동착, 뉴스마켓을 중심으로 한 데이터 기반 그로스 및 CRM 전략 수립(User Acquisition, Retention)
• 온오프사이트 고객분석을 통한 세그먼트 및 퍼널 관리
• 페이드/논페이드 디지털 마케팅 전략 수립 및 최적화 캠페인, 미디어 믹스 수행
• Meta, 구글 등 셀프서브 매체의 NA, DA, VA, SA 캠페인 전략 수립 및 운영
• 광고 소재 기획 및 A/B테스트 운영
• 온사이트 전략 설정 및 목표지표(유입, 전환, 거래액 등) 달성을 위한 전략 수립
• 온사이트 내 캠페인, 기획전 및 프로모션 노출 구좌의 편성 및 기획
• 데이터 기반 성과 평과 및 인사이트 도출","이런 분을 찾고 있어요.
[업무적 역량]
• 디지털 마케팅 경력이 있으신 분으로 퍼포먼스, CRM, 프로모션 등 관련 마케팅 경력 최소 5년 이상
• 플랫폼과 세일즈 프로모션에 대한 높은 이해도를 보유하고 게신 분
• 데이터 분석을 통한 성과 측정 및 인사이트 도출 역량이 뛰어나신 분
• SQL, GA4, 앰플리튜드, 앱스플라이어 등 다양한 데이터 및 분석툴 숙련도 필수
• CRM, DA, SA 등 다양한 마케팅 채널 숙련도 필수
[성향적 역량]
• 마케팅 내 맡은 분야에서 문제 해결 경험이 있으신분 : 지표 달성을 위한 개선 영역의 문제 정의와 개선 실행을 경험해 보신 분
• 성과 관리를 위한 목표 및 결과 지향적인 사고
• 다양한 종류의 데이터를 바탕으로 인사이트를 토출하고 그를 토대로 마케팅 가설 도출, 기획, 실행, 리뷰하는 분
• 고객 관점에서 문제와 기회를 찾고 빠르게 해결하는 집요함과 빠른 실행력을 갖춘 분
• 기획, 디자인, 개발 등 다양한 부서와의 원활한 커뮤니케이션 역량이 있는 분","이런 경험을 가진 분이라면 더욱 좋아요!
• 페이드 매체 외 다양한 온사이트/오가닉/오프라인 수단을 활용한 신규고객 획득 경험
• 고객 데이터와 실험을 기반으로 고도화된 신규고객 온보딩 퍼널을 구축해 본 경험
• 커머스, 세일즈, PO, Pm, 세일즈 등의 조직과 협업을 통한 성공 경험
• 스타트업, 앱 기반 사업, 커머스 플랫폼 등 빠르게 변화하는 환경에서 성과를 내 본 경험
• 배달앱 / 주문앱/ 커머스 플랫폼 / 유통 플랫폼 등 빅테크 플랫폼에서 업무 경험"
MLOps,경력 3년 이상,"• 컴퓨터 비전 관련 연구 및 모델 개발
• AI 서빙 인프라 구축 및 운영 및 백엔드 어플리케이션 설계 및 구현
• 데이터 수집 및 학습, 평가 파이프라인 설계 및 개발","• Python 프로그래밍 및 Node.js, DB 경험자
• PyTorch, TensorFlow 등 주요 Deep Learning framework 경험자
• 컨테이너 기반의 서비스 개발/구축/운영 경험자
• 딥러닝을 활용한 서비스 배포 및 최적화 경험자
• AI/ML 파이프라인 관련 경험자","• 모델의 학습부터 배포까지 전체 프로세스에 대한 경험자
• AWS, Azure, GCP 등 클라우드 기반 서비스 개발 및 운영 경험자
• VISION, LLM 등 본인이 관심 있는 AI 기술에 대한 이해도
• 온프레미스 AI 모델 배포 및 유지보수 경험자
• 수학/통계/전산계열 및 AI 유관 전공 석사 이상 보유자
• C/C++ 가능자
• 영어 의사소통 가능자"
MLOps Engineer,경력 5-10년,"• 데이터 기반으로 서비스 문제 해결, 가치 있는 경험 제공하기 위한 데이터 모델 발굴
• ML/DL 모델링 실험 및 서비스 개발 위한 기술 환경 구성 및 개선
• 서비스에 적용되는 ML 모델의 학습 및 테스트/배포, 운영/개선 업무 수행
• 최신 기술과 방법론을 테스트하고 활용하여 문제 해결에 적합한 ML 환경 제안하고 개선
• ML/DL 기반 모델들의 안정적인 서빙 위한 파이프라인 설계 및 구축","• ML/DL을 활용한 모델 개발 및 모델의 실제 서비스 적용/운영 경험이 있는 분
• 데이터 분석과 활용을 위한 파이프 라이닝 구성 및 대용량 데이터 처리 경험이 있는 분
• Git, Docker, Airflow, CI/CD 등의 개발 도구 활용 경험이 있는 분
• 개발자, 데이터 분석가 등 내부 구성원들과 원활한 협업을 위한 커뮤니케이션 역량을 보유한 분","• Python, TensorFlow, PyTorch 등의 머신 러닝 프레임워크 사용 경험이 있는 분
• AWS 인프라 기반 MLOps 플랫폼 구축 경험이 있는 분
• ML/DL을 활용한 모델 개발 및 모델의 실제 서비스 적용/운영 경험이 있는 분
• MLflow 등 MLOps 운영 경험 및 Docker, Airflow 등 운영 관련 도구 사용 경험이 있는 분
• Data Lake, BigQuery, Spark 등을 이용한 대용량 데이터 활용 경험이 있는 분
• 컴퓨터 공학, 데이터 사이언스, ML 관련 분야가 전공인 분"
MLOps Team Leader,경력 7-15년,"• 데이터 및 AI/ML 활용을 위한 DataOps 및 MLOps 기술 환경을 구성하고 이를 지속적으로 개선하는 것을 리딩
• 데이터 거버넌스를 관리/운영하고, AI/ML 기반 모델들의 안정적인 서빙을 위한 파이프라인을 포함한 DataLake 내 각종 데이터 파이프라인의 설계/구축 리딩
• 팀 목표를 명확히 설정하고 인적/기술적 자원을 적절히 할당하며, 지속적으로 동기부여 및 피드백을 주어 성과를 올리고 효율적으로 운영
• 다양한 전문조직과 적극적 협업을 기반으로, 전사 데이터 활용 역량 향상과 장기적인 비전을 달성하기 위해 팀에 영감을 주고 이끌며 성장 유도","• DataOps 및 MLOps 업무에 엄청난 열정과 오너십을 바탕으로, 성과를 향상시키기 위해 팀원들을 동기부여하고, 교육시킬 수 있는 역량을 갖춘 분
• SQL, Python, TensorFlow, PyTorch 등의 활용을 통한 대용량 데이터 처리 경험이 7년 이상 있는 분
• ML/DL을 활용한 모델 개발 및 모델의 실제 서비스 적용/운영 경험이 있는 분
• Git, Docker, Airflow, CI/CD 등의 개발 도구 활용 경험이 있는 분
• 지속적인 주도적 학습을 통해 팀의 DataOps 및 MLOps 기술 경쟁력을 만들고 유지하실 수 있는 분","• DataOps/MLOps 관련 조직을 리딩한 경험이 5년 이상 있는 분
• DataLake, BigQuery, Spark 등을 이용한 대용량 데이터 활용 경험이 있는 분
• 데이터 탑티어 학회 및 저널 게재 실적 혹은 AI/ML 관련 대회 수상 실적이 있는 분
• 데이터 사이언스, AI/ML 관련 분야가 전공인 분"
Data Scientist,경력 5-12년,"• 데이터 및 머신러닝의 기본적인 이해와 통계적 지식을 바탕으로 비즈니스 현황 분석 및 인사이트 도출 지원
• 고객 행동 데이터를 분석하여 고객 이해도를 높이고, 프로덕트 및 마케팅 실행 방안 제안
• 통계적 접근 방식, 알고리즘, ML/DL, AI 도구를 활용한 추천/예측/타겟 식별 등 서비스 개선 과제 참여
• Data-Driven 의사 결정을 위한 지표 개발 및 데이터 시각화 툴 제공
• 다양한 부서와 협업하여 데이터 기반 솔루션 도출 및 비즈니스 문제 해결 기여
• 데이터 분석 및 머신러닝 관련 최신 기술 도입/적용","• 통계 분석, 추천/예측 모델링, ML/DL 활용 등 5년 이상 데이터 분석 관련 영역 경험이 있는 분
• 퍼널 분석, 리텐션 분석, 코호트 분석 등 프로덕트 데이터 분석 방법에 대한 이해도가 높은 분
• 서비스 핵심 지표를 설정하고, 지표 성장을 위해 다양한 가설을 세우고 실험하여 직접 서비스를 개선한 경험이 있는 분
• 대규모 데이터 세트 관리, 패턴을 발견하기 위해 데이터 분석, 데이터 시각화 도구 사용 및 모델 생성 경험이 있는 분
• 유연성, 추진력 및 신뢰성과 같은 좋은 태도와 함께 비즈니스에 대한 이해가 높은 분","• 데이터를 활용해 복잡한 문제를 해결하는 데 능숙한 분
• Tableau 등과 같은 보고 도구에 대한 깊은 이해 및 SQL, Python, R 등 분석 프로그램 활용에 능숙한 분
• 고객 행동 데이터 등 대용량 데이터 분석 및 활용 경험이 있는 분
• ML/DL을 활용한 모델 개발 및 모델의 실제 서비스 적용/운영 경험과 TensorFlow, PyTorch 등 모델링을 위한 프레임워크 활용 경험이 있는 분
• 데이터 분석, 머신러닝 경진대회 수상 경력을 보유한 분"
Data Analyst,경력 5-10년,"• 데이터 탐색 및 A/B 테스트, 사후 분석 등을 통해 Data-Driven 의사 결정을 위한 지표를 개발하고, Tableau 등 데이터 시각화 툴을 활용하여 부서별 분석 요구 지원
• 데이터에 대한 수학적 이해와 통계적 지식을 기반으로 전사 비즈니스 현황을 분석하고 실행 가능한 인사이트 도출
• 통계적 접근 방식, 알고리즘, AI 도구들을 활용하여 서비스 개선 과제 수행","• 고객 행동 데이터 분석 등 5년 이상 데이터 분석 관련 경험이 있는 분
• 퍼널 분석, 리텐션 분석, 코호트 분석 등 프로덕트 데이터 분석 방법에 대한 이해도가 높은 분
• 서비스 핵심 지표를 설정하고, 지표 성장을 위해 다양한 가설을 세우고 실험하여 직접 서비스를 개선해 본 경험이 있는 분
• SQL/Python을 활용해 데이터 수집, 전처리, 마트 구축, 탐색/모델링, 결과 보고서 작성 등 일련의 데이터 분석 과정을 진행한 경험이 있는 분
• 유연성, 추진력, 신뢰성과 같은 긍정적인 태도와 함께 비즈니스에 대한 이해가 높은 분","• 데이터를 활용해 복잡한 문제를 해결하는 데 능숙한 분
• Tableau 등과 같은 보고 도구에 대한 깊은 이해 및 SQL, Python, R 등 분석 도구 활용에 능숙한 분
• AWS/GCP/Azure 등의 환경에서 데이터 분석 및 배치 자동화 경험이 있는 분
• 고객 행동 데이터 및 레거시 데이터를 통합한 대용량 데이터 분석에 대한 경험이 있는 분
• 통계, 데이터 사이언스, 컴퓨터 사이언스, 경영정보, 산업공학 관련 전공인 분"
국내 온라인 건강기능식품 MD (2년 이상),경력 2-6년,"[업무소개]
• 경쟁이 치열한 시장에서 계속 성장하는 브랜드의 판매 전략을 수립하고 운영해보는 경험을 할 수 있어요.
• 데이터 중심의 전략적 의사결정 능력을 키울 수 있어요.
[함께 할 업무예요]
• 온라인 판매 채널 운영
• 프로모션 기획
• 판매 데이터 분석
• 보고자료 작성","[이런 분을 찾고 있어요]
• 2년 이상의 온라인 판매 채널 운영 경험이 있으신 분
• 엑셀 활용 능력이 우수하신 분
• 자기주도적으로 업무를 수행하시는 분","[이런 분이면 더 좋아요]
• 건강기능식품 판매 경험이 있으신 분"
선생님 공급운영파트 - Operation Manager,신입-경력 3년,"[설탭 선생님 인재상에 맞는 선생님 심사·교육 운영 관리]
1. 학생의 성장을 효과적으로 이끌어줄 수 있도록 심사·교육 단계를 직접 운영하며, 실제로 학생과 수업을 진행할 선생님을 모집하고 선발합니다.
2. 선생님의 서비스 이용 부담 절감 및 내부 운영의 효율성을 높이기 위해 업무 프로세스를 개선하고 수정합니다. (이는 운영의 지속 가능성을 높이는 작업입니다.) 이를 위해 관련 데이터를 직접 분석하고, 다양한 방법을 실험합니다.
3. 검증된 선생님 교육 자료를 심사·교육 과정에 적용하여, 선생님이 학생을 더욱 효과적으로 지도하고, 학생이 주도적으로 학습할 수 있도록 지원합니다.
[선생님 관리 전략 수립 및 운영]
1. 현재 오누이에서 활동 중인 선생님과 신규 유입되는 선생님의 변화를 지속적으로 모니터링하며, 매칭 운영에 차질이 없도록 전략을 수립하고 관리합니다.
2. 심사 및 교육 단계를 거친 선생님이 학생·학부모에게 성공적인 경험을 제공했는지 모니터링하고, 개선점을 찾아 보완합니다.
3. 선생님 공급 및 매칭에 활용되는 어드민(Admin) 시스템의 제품 요건을 직접 정의하고 피드백을 하며, 다양한 툴들을 활용하여 수동 운영 프로세스를 더욱 효율적으로 개선합니다. 이를 통해 선생님 자원 관리 및 운영을 더욱 용이하게 만들고, 업무 환경을 최적화합니다.
[학생  선생님 간 성공 경험을 제공하는 매칭 운영]
학생과 선생님의 첫 성공 경험인 ‘매칭’ 서비스를 최대한 빠르고 정확하게 운영합니다.
학생과 선생님이 더 나은 수업 경험을 가질 수 있도록 매칭 운영 방식을 개선합니다.
지속 가능하고 효율적인 매칭 프로세스를 구축합니다. 이를 위해 관련 데이터를 직접 분석하고, 최적의 방법을 모색합니다.","• 고객 접점의 서비스 운영 경력이 1~3년 또는 그에 준하는 경험을 가지신 분 (*신입 지원도 가능합니다)
• 고객 경험 증가를 만드는 서비스 개편이나 고객 경험 측면에서 개선이 필요한 부분의 인싸이트를 도출해 낸 경험을 가지신 분 (고객 문제 해결)
• 내부 운영 프로세스 효율화나 개선 또는 자동화 작업을 직접 설계할 수 있으며, 이를 통해 고객 경험 개선을 만들내시는 분 (운영 고속화 및 효율화)
• 끈기있고, 묵묵하게 정교한 작업을 반복적으로 잘 해내시는 분
• 고객 성공 경험 설계 및 혁신에 꿈과 비전이 있으신 분
• 이력서와 함께 [사전 인터뷰], 경력기술서 필수 제출
[필수 제출]
• 이력서
• 사전 인터뷰/질문지
• 1. 진행했던 업무 또는 프로젝트 중 데이터를 근거로 문제를 정의하고 해결하여 운영 효율성을 개선한 경험이 있나요? (** 회사에서의 경험이 없다면 “개인 프로젝트/아르바이트/동아리/학교에서의 경험”을 작성해주세요.)
•    1-1. 어떤 문제였으며, 이를 해결해야 한다고 판단한 근거는 무엇인가요?
•    1-2. 해결 과정에서 겪은 어려움이 있었나요? 있었다면, 어떻게 극복했나요?
•    1-3. 문제 해결 이후 나타난 구체적인 결과와 그 효과는 무엇이었나요?
• 2.운영 효율성과 고객 성공 경험 가치가 충돌했던 경험이 있나요? (** 회사에서의 경험이 없다면 “개인 프로젝트/아르바이트/동아리/학교에서의 경험”을 작성해주세요.)
•    2-1. 경험이 있다면, 어떤 경험을 내리고 진행했는지 설명해주세요.
•    2-2. 경험이 없다면, 이러한 상황이 발생했을 때, 어떤 가치에 중점을 둘 것인지와 그에 대한 구체적인 근거를 함께 작성해주세요.
[선택제출]
• 포트폴리오
• 경력기술서","• 서비스 운영에 대해 주도적 업무 처리 경험이 있으신 분
• 서비스를 구매/소비하는 고객이 아닌, 서비스를 제공하는 공급자를 고객으로 인식하는 조직에서 업무를 진행해 본 적이 있으신 분
• SQL을 활용해 고객 경험 흐름 및 업무 운영 프로세스를 진단·모니터링할 수 있는 데이터 대시보드를 구축한 경험이 있으신 분- 구글 spread sheet를 통해 서비스 운영(수동 운영 처리 전반) 경험이 있으신 분
• 더 나은 해결책을 모색하는 데 열정을 갖고, 이를 실행하는 과정에서 동기부여와 즐거움을 느끼며, 의도한 결과를 만들어내는 분
• 새로운 것을 시도하고 학습해보는 것에 가치를 크게 느끼는 분
• 사교육 시장에 경험이 있으신 분"
아마존 데이터 분석가(4년 이하),경력 1-4년,"• 아마존 US, JP 시장 분석 및 상품 판매 전략 수립
• 아마존 내/외부 광고 운영(내부 검색광고, DSP, 외부 페이드 매체)
• 아마존 상품 타이틀 및 상품페이지 SEO 전략 수립
• 아마존 판매 데이터 분석 및 리포트 작성","• 초대 졸 이상
• 국내/외 마케팅&광고 집행 경력 1년 이상 – 4년 이하
• 데이터 기반 성과 최적화 경험자
• 정기 성과 보고 및 전략 제안 능력 우수자
• 원활한 커뮤니케이션 스킬 보유자
• 문서 작성 능력 우수자
• 해외 출장 및 비자 발급 요건에 결격사유가 없는 자","• 글로벌(북미/일본) 마케팅 경험자
• 아마존 마케팅 전략 수립 및 성과 최적화 경험자
• 뷰티/스킨케어 제품 및 업계 트렌드에 대한 높은 관심과 이해도 보유자
• SEO(검색 엔진 최적화) 및 SEM(검색 엔진 마케팅) 관련 지식 보유자
• 대시보드(루커, 태블로, 파워BI) 기획/제작 경험자
• 업무 관련 자격증을 보유자"
프로덕트 데이터 애널리스트 (DA),경력 5-15년,"오렌지스퀘어의 데이터 애널리스트는 '프로덕트 그룹'의 소속으로, ""오렌지스퀘어 전사가 데이터를 활용하여 생산성을 극대화 하는것""을 미션으로 삼습니다.
당사는 150만명 규모의 외국인 선불카드 이용고객들의 거래를 통해, 연간 수천만건의 선불카드 결제 소비 데이터를 축적하고 있으며, 가맹점별/상권별/카테고리별/유저성향별 주요지표 / 통계를 추출할 수 있는 빅데이터 시스템을 직접 구축하고 있습니다.
세부 역할:
• 키오스크, 모바일, 웹, 카드 등 다양한 서비스에서 발생하는 온오프라인 데이터와 유저 행동 로그를 종합하여 ＜데이터 마켓＞ 설계 및 운영.
• 제품, 마케팅, 세일즈, 경영진 등 다양한 팀에서 활용 가능한 KPI 대시보드 설계 및 고도화.
• 프로덕트와 서비스의 성과를 평가하기 위한 지표 정의 및 분석, 제품 인사이트 도출
• 데이터 인사이트 기반 내부 정기 리포트 발간, 전사적 Data-driven 의사결정 지원
• A/B 테스트 설계 및 실행을 통해 데이터 기반 프로덕트 가설 검증
• 사용자 결제 데이터 및 앱 사용 데이터 분석을 통해 서비스 및 비즈니스 전략을 고도화","• SQL 활용 5년이상 데이터 분석 실무 경험
• 코호트 분석, A/B 테스트, Funnel 분석 등의 분석 방법론에 대한 이해 & 실무 적용 경험
• 모바일 서비스 데이터 분석 방법(Customer Lifetime Value, Retention, Cohort Analysis 등)에 대한 높은 수준의 이해
• Google Analytics, Firebase 등의 로그분석 툴 사용 경험","• 데이터 시각화(Tableau, Amazon Quicksight 등)에 대한 풍부한 경험이 있는 분
• Python, R 등을 활용한 데이터 분석에 대한 이해도가 높으신 분
• 핀테크 경험: 카드/금융/결제 서비스에 대한 깊은 이해도와 실무 경험이 있으신 분, 금융 서비스의 사용자 경험에 대해 깊은 고민을 해보신 분"
Backend Engineer(3년 이상),경력 3-8년,"• Weldbeing(자사 서비스) 및 글로벌 프로젝트 서버 구성 및 개발 환경 구축
• 대용랑 Data 관리 및 다양한 서비스 API 개발","• 관련 업무 3년 이상 8년 이하
• Java, Spring(Spring Boot 포함) 기반 개발 경험
• 서비스 개발부터 출시 및 운영 경험
• 관계형 데이터베이스의 이해 및 업무 활용 경험
• ERP, MES, 문서 관리 시스템(DMS) 또는 콘텐츠관리 시스템(CMS), IaaS 및 PaaS 기반의 클라우드 서비스 개발 경험
• Client - Server개발 모델에 익숙하며 RESTFul개발 경험이 있는 분","• Kotlin 개발 경험
• Azure platform을 이용해 인프라 구축 경험이 있으신 분
• 빌드/테스트/배포 자동화를 구축경험이 있으신 분
• 대용량 트랙픽 경험이 있는 분
• SaaS 경험(Cloud)
• 해외 출장 및 거주 무결격자
• 동료에게 지식을 공유하고 피드백을 주는 문화를 좋아하는 분
[기술 스택]
• Backend: Java, Kotlin, Spring Boot, MyBatis, JPA, Querydsl
• Database: MySQL, Redis
• DevOps/Infra: AWS, Kubernetes, Jenkins, Git
• Build Tools: Gradle"
[네이버 OGQ 마켓] 사업 개발 담당자,경력 3-5년,"• 프로덕트 포지션에 대한 이해로 사업 전략을 수립합니다.
• 인아웃바운드 파트너십 구축과 신규 사업 기회 발굴을 담당합니다.
• 주요 서비스 운영 및 프로젝트 리딩을 수행합니다.
• 시장 트렌드 및 데이터 분석 기반 리포트 작업을 수행합니다.","• IT 사업개발 / 파트너쉽 / 운영 관련 업무 경험을 3년 이상 보유하신 분
• 데이터 기반의 인사이트 도출 및 문제해결 능력을 지니신 분
• 동료들과 원활한 커뮤니케이션을 진행하며, 성숙한 협업능력을 가지신 분","• 자원과 환경을 활용한 사업 개발 / 운영 역량 및 경험이 있으신 분
• Why라는 질문에 대해 거리낌 없으신 분
• 유형 불문 콘텐츠 산업에 대한 흥미와 이해도가 있으신 분
• 같이 고민하고, 더불어 행동하고, 함께 웃고 울 수 있는 분"
